Wall time,Step,Value
1682007107.2261825,5,0.5166181325912476
1682007181.2338917,6,0.4783320128917694
1682007472.661831,10,0.4119386076927185
1682007541.4479883,11,0.41232922673225403
1682007683.1505868,13,0.40477365255355835
1682007753.3167772,14,0.3747169077396393
1682007833.3340442,15,0.37537869811058044
1682007976.649539,17,0.35877254605293274
1682008053.801148,18,0.35478827357292175
1682008117.2087004,19,0.35981085896492004
1682008180.750637,20,0.32553762197494507
1682008436.0606627,24,0.3798008859157562
1682009012.1536052,33,0.26459604501724243
1682009076.158304,34,13.566261291503906
1682009204.1825864,36,0.6609691977500916
1682009397.0782292,39,0.5452297925949097
1682009461.1733673,40,0.515203058719635
1682009589.7840097,42,0.464794784784317
1682009718.1147099,44,0.41887325048446655
1682009782.0539968,45,0.40206378698349
1682009910.582895,47,0.3817696273326874
1682010046.6177769,49,0.36416447162628174
1682010130.6925075,50,0.3584044575691223
1682010322.3036077,53,0.40940767526626587
1682010386.167311,54,0.3665284514427185
1682010449.9575157,55,0.33216845989227295
1682010513.6017745,56,0.3285643458366394
1682010577.2995915,57,0.3514125645160675
1682010768.7576075,60,0.3185270130634308
1682010832.6109304,61,0.32307490706443787
1682010960.0769882,63,0.30368608236312866
1682011087.1295462,65,0.3127436637878418
1682011150.8396523,66,0.31300175189971924
1682011214.6695802,67,0.2895202338695526
1682011278.6618793,68,0.3103104829788208
1682011470.3193436,71,0.38175129890441895
1682011534.3006792,72,0.3528059422969818
1682011598.3201494,73,0.3359740376472473
1682011662.326551,74,0.32209354639053345
1682011805.5238712,76,0.30124130845069885
1682012108.360155,79,0.30422425270080566
1682012531.0831168,84,0.2617519199848175
1682012613.9837182,85,0.2781945466995239
1682012704.7652419,86,0.3194016218185425
1682012792.1053782,87,0.32113754749298096
1682012877.1584082,88,0.27560698986053467
1682012967.0130293,89,0.24690668284893036
1682013349.5438573,94,0.2590199112892151
1682013934.245743,102,0.22627641260623932
1682014164.2502325,105,0.2236916720867157
1682014237.8758795,106,0.20245586335659027
1682014685.3028967,113,0.22162576019763947
1682014877.0613828,116,0.290334016084671
1682015005.7642002,118,0.2902894914150238
1682015069.6386075,119,0.2323489934206009
1682015133.861933,120,0.2671724855899811
1682015390.7320778,124,0.22128815948963165
1682015455.3302853,125,0.19919630885124207
1682015519.5962696,126,0.1791851967573166
1682015712.4264143,129,0.15781520307064056
1682015777.0998318,130,0.15942664444446564
1682015970.0020392,133,0.1475367695093155
1682016226.277835,137,0.39902693033218384
1682016353.8393574,139,0.17163556814193726
1682016482.2696164,141,0.15639254450798035
1682016545.8911786,142,0.14685186743736267
1682016610.308757,143,0.14875446259975433
1682016674.3878863,144,0.1472894549369812
1682016931.3736334,148,0.19676584005355835
1682017060.0115323,150,0.15472225844860077
1682017286.6960394,153,0.15443055331707
1682017350.5505936,154,0.1463402658700943
1682017414.1343677,155,0.23964452743530273
1682017542.0854418,157,0.1729489117860794
1682017605.9955127,158,0.15184105932712555
1682017670.0744658,159,0.13848479092121124
1682017862.0983694,162,0.12669894099235535
1682017989.9478347,164,0.13540539145469666
1682018053.8484383,165,0.13334833085536957
1682018181.5476334,167,0.28843963146209717
1682018244.9944208,168,0.20475175976753235
1682018437.3939624,171,0.2773875296115875
1682018756.7355394,176,0.18393321335315704
1682018820.920557,177,0.15570750832557678
1682018884.3112156,178,0.14279022812843323
1682019012.2036018,180,0.13241103291511536
1682019075.7738972,181,0.12933987379074097
1682019203.1934235,183,0.12883304059505463
1682019330.4474084,185,0.13212890923023224
1682019394.0896287,186,0.13666954636573792
1682019457.574565,187,0.13171663880348206
1682019520.9715133,188,0.13835108280181885
1682019648.989027,190,0.16888545453548431
1682019712.6874068,191,0.15090611577033997
1682020159.0981624,198,0.11530005186796188
1682020413.6151268,202,0.12272532284259796
1682020668.3850598,206,0.08462654799222946
1682020732.148405,207,0.08308269083499908
1682020795.7756073,208,0.08326633274555206
1682021051.3804293,212,0.0816444531083107
1682021243.0926294,215,0.08240394294261932
1682021434.3434715,218,0.07960490882396698
1682021497.9863915,219,0.0792117565870285
1682021688.9549422,222,0.0770866647362709
1682021752.7368855,223,0.07676011323928833
1682021879.738793,225,0.07644004374742508
1682021943.5744607,226,0.0755855068564415
1682022007.4827573,227,0.07537540048360825
1682022135.014314,229,0.07455477118492126
1682022198.8458586,230,0.0732911229133606
1682022326.252328,232,0.07323402911424637
1682022389.7856498,233,0.07331203669309616
1682022453.6296346,234,0.07267492264509201
1682022644.7371721,237,0.07084572315216064
1682022836.0099452,240,0.07077793776988983
1682023154.0435529,245,0.06888701766729355
1682023281.6355114,247,0.06801393628120422
1682023409.5744336,249,0.06792714446783066
1682023473.4120524,250,0.067170649766922
1682023791.4677286,255,0.06585816293954849
1682023982.8365092,258,0.06516602635383606
1682024046.5662777,259,0.06420250982046127
1682024110.2366688,260,0.06471452862024307
1682024173.894305,261,0.06445237994194031
1682024300.9683852,263,0.06398417800664902
1682024556.022972,267,0.06122157350182533
1682024683.479816,269,0.06167694926261902
1682024810.8733182,271,0.061891134828329086
1682024938.4950418,273,0.0609036348760128
1682025257.6120696,278,0.05949871242046356
1682025385.369202,280,0.05978523567318916
1682025640.5768216,284,0.058850303292274475
1682025959.2069335,289,0.056989867240190506
1682026087.001749,291,0.05748292803764343
1682026150.6954854,292,0.05713988095521927
1682026341.6976228,295,0.056117624044418335
1682026468.991193,297,0.05604088678956032
1682026532.6589885,298,0.05579278990626335
1682026596.2874117,299,0.05552755296230316
1682026723.8418972,301,0.055231280624866486
1682026787.5012617,302,0.05480728670954704
1682026850.9374459,303,0.05535409227013588
1682027105.7977495,307,0.0535261444747448
1682027169.461425,308,0.05429928004741669
