Kachelname_img,Aktualitaet_img,coords,Kachelname_pc,Aktualitaet_pc,diff
dop10rgbi_32_312_5692_1_nw_2022,2022-05-01,"(312, 5692)",3dm_32_312_5692_1_nw,2020-02-01,820 days
dop10rgbi_32_312_5688_1_nw_2022,2022-05-01,"(312, 5688)",3dm_32_312_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_300_5689_1_nw_2022,2022-05-01,"(300, 5689)",3dm_32_300_5689_1_nw,2020-02-01,820 days
dop10rgbi_32_305_5691_1_nw_2022,2022-05-01,"(305, 5691)",3dm_32_305_5691_1_nw,2020-02-01,820 days
dop10rgbi_32_306_5690_1_nw_2022,2022-05-01,"(306, 5690)",3dm_32_306_5690_1_nw,2020-02-01,820 days
dop10rgbi_32_309_5687_1_nw_2022,2022-05-01,"(309, 5687)",3dm_32_309_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_305_5689_1_nw_2022,2022-05-01,"(305, 5689)",3dm_32_305_5689_1_nw,2020-02-01,820 days
dop10rgbi_32_312_5695_1_nw_2022,2022-05-01,"(312, 5695)",3dm_32_312_5695_1_nw,2020-02-01,820 days
dop10rgbi_32_302_5691_1_nw_2022,2022-05-01,"(302, 5691)",3dm_32_302_5691_1_nw,2020-02-01,820 days
dop10rgbi_32_309_5690_1_nw_2022,2022-05-01,"(309, 5690)",3dm_32_309_5690_1_nw,2020-02-01,820 days
dop10rgbi_32_311_5691_1_nw_2022,2022-05-01,"(311, 5691)",3dm_32_311_5691_1_nw,2020-02-01,820 days
dop10rgbi_32_309_5692_1_nw_2022,2022-05-01,"(309, 5692)",3dm_32_309_5692_1_nw,2020-02-01,820 days
dop10rgbi_32_313_5691_1_nw_2022,2022-05-01,"(313, 5691)",3dm_32_313_5691_1_nw,2020-02-01,820 days
dop10rgbi_32_306_5686_1_nw_2022,2022-05-01,"(306, 5686)",3dm_32_306_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_311_5690_1_nw_2022,2022-05-01,"(311, 5690)",3dm_32_311_5690_1_nw,2020-02-01,820 days
dop10rgbi_32_304_5687_1_nw_2022,2022-05-01,"(304, 5687)",3dm_32_304_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_308_5686_1_nw_2022,2022-05-01,"(308, 5686)",3dm_32_308_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_313_5688_1_nw_2022,2022-05-01,"(313, 5688)",3dm_32_313_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_307_5687_1_nw_2022,2022-05-01,"(307, 5687)",3dm_32_307_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_309_5691_1_nw_2022,2022-05-01,"(309, 5691)",3dm_32_309_5691_1_nw,2020-02-01,820 days
dop10rgbi_32_304_5693_1_nw_2022,2022-05-01,"(304, 5693)",3dm_32_304_5693_1_nw,2020-02-01,820 days
dop10rgbi_32_308_5690_1_nw_2022,2022-05-01,"(308, 5690)",3dm_32_308_5690_1_nw,2020-02-01,820 days
dop10rgbi_32_308_5692_1_nw_2022,2022-05-01,"(308, 5692)",3dm_32_308_5692_1_nw,2020-02-01,820 days
dop10rgbi_32_313_5692_1_nw_2022,2022-05-01,"(313, 5692)",3dm_32_313_5692_1_nw,2020-02-01,820 days
dop10rgbi_32_306_5689_1_nw_2022,2022-05-01,"(306, 5689)",3dm_32_306_5689_1_nw,2020-02-01,820 days
dop10rgbi_32_303_5691_1_nw_2022,2022-05-01,"(303, 5691)",3dm_32_303_5691_1_nw,2020-02-01,820 days
dop10rgbi_32_307_5689_1_nw_2022,2022-05-01,"(307, 5689)",3dm_32_307_5689_1_nw,2020-02-01,820 days
dop10rgbi_32_309_5693_1_nw_2022,2022-05-01,"(309, 5693)",3dm_32_309_5693_1_nw,2020-02-01,820 days
dop10rgbi_32_313_5695_1_nw_2022,2022-05-01,"(313, 5695)",3dm_32_313_5695_1_nw,2020-02-01,820 days
dop10rgbi_32_307_5695_1_nw_2022,2022-05-01,"(307, 5695)",3dm_32_307_5695_1_nw,2020-02-01,820 days
dop10rgbi_32_309_5686_1_nw_2022,2022-05-01,"(309, 5686)",3dm_32_309_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_310_5686_1_nw_2022,2022-05-01,"(310, 5686)",3dm_32_310_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_303_5689_1_nw_2022,2022-05-01,"(303, 5689)",3dm_32_303_5689_1_nw,2020-02-01,820 days
dop10rgbi_32_303_5690_1_nw_2022,2022-05-01,"(303, 5690)",3dm_32_303_5690_1_nw,2020-02-01,820 days
dop10rgbi_32_307_5690_1_nw_2022,2022-05-01,"(307, 5690)",3dm_32_307_5690_1_nw,2020-02-01,820 days
dop10rgbi_32_310_5693_1_nw_2022,2022-05-01,"(310, 5693)",3dm_32_310_5693_1_nw,2020-02-01,820 days
dop10rgbi_32_310_5687_1_nw_2022,2022-05-01,"(310, 5687)",3dm_32_310_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_307_5692_1_nw_2022,2022-05-01,"(307, 5692)",3dm_32_307_5692_1_nw,2020-02-01,820 days
dop10rgbi_32_311_5689_1_nw_2022,2022-05-01,"(311, 5689)",3dm_32_311_5689_1_nw,2020-02-01,820 days
dop10rgbi_32_308_5694_1_nw_2022,2022-05-01,"(308, 5694)",3dm_32_308_5694_1_nw,2020-02-01,820 days
dop10rgbi_32_307_5691_1_nw_2022,2022-05-01,"(307, 5691)",3dm_32_307_5691_1_nw,2020-02-01,820 days
dop10rgbi_32_307_5694_1_nw_2022,2022-05-01,"(307, 5694)",3dm_32_307_5694_1_nw,2020-02-01,820 days
dop10rgbi_32_311_5686_1_nw_2022,2022-05-01,"(311, 5686)",3dm_32_311_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_305_5686_1_nw_2022,2022-05-01,"(305, 5686)",3dm_32_305_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_302_5687_1_nw_2022,2022-05-01,"(302, 5687)",3dm_32_302_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_305_5692_1_nw_2022,2022-05-01,"(305, 5692)",3dm_32_305_5692_1_nw,2020-02-01,820 days
dop10rgbi_32_306_5687_1_nw_2022,2022-05-01,"(306, 5687)",3dm_32_306_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_312_5690_1_nw_2022,2022-05-01,"(312, 5690)",3dm_32_312_5690_1_nw,2020-02-01,820 days
dop10rgbi_32_302_5690_1_nw_2022,2022-05-01,"(302, 5690)",3dm_32_302_5690_1_nw,2020-02-01,820 days
dop10rgbi_32_306_5695_1_nw_2022,2022-05-01,"(306, 5695)",3dm_32_306_5695_1_nw,2020-02-01,820 days
dop10rgbi_32_312_5693_1_nw_2022,2022-05-01,"(312, 5693)",3dm_32_312_5693_1_nw,2020-02-01,820 days
dop10rgbi_32_307_5688_1_nw_2022,2022-05-01,"(307, 5688)",3dm_32_307_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_312_5689_1_nw_2022,2022-05-01,"(312, 5689)",3dm_32_312_5689_1_nw,2020-02-01,820 days
dop10rgbi_32_311_5693_1_nw_2022,2022-05-01,"(311, 5693)",3dm_32_311_5693_1_nw,2020-02-01,820 days
dop10rgbi_32_313_5693_1_nw_2022,2022-05-01,"(313, 5693)",3dm_32_313_5693_1_nw,2020-02-01,820 days
dop10rgbi_32_300_5688_1_nw_2022,2022-05-01,"(300, 5688)",3dm_32_300_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_306_5692_1_nw_2022,2022-05-01,"(306, 5692)",3dm_32_306_5692_1_nw,2020-02-01,820 days
dop10rgbi_32_312_5686_1_nw_2022,2022-05-01,"(312, 5686)",3dm_32_312_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_302_5689_1_nw_2022,2022-05-01,"(302, 5689)",3dm_32_302_5689_1_nw,2020-02-01,820 days
dop10rgbi_32_310_5694_1_nw_2022,2022-05-01,"(310, 5694)",3dm_32_310_5694_1_nw,2020-02-01,820 days
dop10rgbi_32_312_5691_1_nw_2022,2022-05-01,"(312, 5691)",3dm_32_312_5691_1_nw,2020-02-01,820 days
dop10rgbi_32_306_5691_1_nw_2022,2022-05-01,"(306, 5691)",3dm_32_306_5691_1_nw,2020-02-01,820 days
dop10rgbi_32_305_5687_1_nw_2022,2022-05-01,"(305, 5687)",3dm_32_305_5687_1_nw,2020-02-01,820 days
dop10rgbi_32_302_5686_1_nw_2022,2022-05-01,"(302, 5686)",3dm_32_302_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_311_5688_1_nw_2022,2022-05-01,"(311, 5688)",3dm_32_311_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_301_5688_1_nw_2022,2022-05-01,"(301, 5688)",3dm_32_301_5688_1_nw,2020-02-01,820 days
dop10rgbi_32_300_5686_1_nw_2022,2022-05-01,"(300, 5686)",3dm_32_300_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_308_5693_1_nw_2022,2022-05-01,"(308, 5693)",3dm_32_308_5693_1_nw,2020-02-01,820 days
dop10rgbi_32_312_5694_1_nw_2022,2022-05-01,"(312, 5694)",3dm_32_312_5694_1_nw,2020-02-01,820 days
dop10rgbi_32_308_5695_1_nw_2022,2022-05-01,"(308, 5695)",3dm_32_308_5695_1_nw,2020-02-01,820 days
dop10rgbi_32_303_5686_1_nw_2022,2022-05-01,"(303, 5686)",3dm_32_303_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_313_5686_1_nw_2022,2022-05-01,"(313, 5686)",3dm_32_313_5686_1_nw,2020-02-01,820 days
dop10rgbi_32_353_5767_1_nw_2022,2022-03-01,"(353, 5767)",3dm_32_353_5767_1_nw,2019-12-01,821 days
dop10rgbi_32_349_5774_1_nw_2022,2022-03-01,"(349, 5774)",3dm_32_349_5774_1_nw,2019-12-01,821 days
dop10rgbi_32_347_5769_1_nw_2022,2022-03-01,"(347, 5769)",3dm_32_347_5769_1_nw,2019-12-01,821 days
dop10rgbi_32_357_5766_1_nw_2022,2022-03-01,"(357, 5766)",3dm_32_357_5766_1_nw,2019-12-01,821 days
dop10rgbi_32_367_5754_1_nw_2022,2022-03-01,"(367, 5754)",3dm_32_367_5754_1_nw,2019-12-01,821 days
dop10rgbi_32_354_5775_1_nw_2022,2022-03-01,"(354, 5775)",3dm_32_354_5775_1_nw,2019-12-01,821 days
dop10rgbi_32_366_5760_1_nw_2022,2022-03-01,"(366, 5760)",3dm_32_366_5760_1_nw,2019-12-01,821 days
dop10rgbi_32_347_5765_1_nw_2022,2022-03-01,"(347, 5765)",3dm_32_347_5765_1_nw,2019-12-01,821 days
dop10rgbi_32_362_5770_1_nw_2022,2022-03-01,"(362, 5770)",3dm_32_362_5770_1_nw,2019-12-01,821 days
dop10rgbi_32_358_5773_1_nw_2022,2022-03-01,"(358, 5773)",3dm_32_358_5773_1_nw,2019-12-01,821 days
dop10rgbi_32_362_5769_1_nw_2022,2022-03-01,"(362, 5769)",3dm_32_362_5769_1_nw,2019-12-01,821 days
dop10rgbi_32_366_5759_1_nw_2022,2022-03-01,"(366, 5759)",3dm_32_366_5759_1_nw,2019-12-01,821 days
dop10rgbi_32_417_5734_1_nw_2022,2022-03-01,"(417, 5734)",3dm_32_417_5734_1_nw,2019-12-01,821 days
dop10rgbi_32_358_5771_1_nw_2022,2022-03-01,"(358, 5771)",3dm_32_358_5771_1_nw,2019-12-01,821 days
dop10rgbi_32_369_5755_1_nw_2022,2022-03-01,"(369, 5755)",3dm_32_369_5755_1_nw,2019-12-01,821 days
dop10rgbi_32_350_5774_1_nw_2022,2022-03-01,"(350, 5774)",3dm_32_350_5774_1_nw,2019-12-01,821 days
dop10rgbi_32_347_5770_1_nw_2022,2022-03-01,"(347, 5770)",3dm_32_347_5770_1_nw,2019-12-01,821 days
dop10rgbi_32_366_5763_1_nw_2022,2022-03-01,"(366, 5763)",3dm_32_366_5763_1_nw,2019-12-01,821 days
dop10rgbi_32_426_5716_1_nw_2022,2022-03-01,"(426, 5716)",3dm_32_426_5716_1_nw,2019-12-01,821 days
dop10rgbi_32_352_5764_1_nw_2022,2022-03-01,"(352, 5764)",3dm_32_352_5764_1_nw,2019-12-01,821 days
dop10rgbi_32_364_5773_1_nw_2022,2022-03-01,"(364, 5773)",3dm_32_364_5773_1_nw,2019-12-01,821 days
dop10rgbi_32_357_5767_1_nw_2022,2022-03-01,"(357, 5767)",3dm_32_357_5767_1_nw,2019-12-01,821 days
dop10rgbi_32_355_5767_1_nw_2022,2022-03-01,"(355, 5767)",3dm_32_355_5767_1_nw,2019-12-01,821 days
dop10rgbi_32_361_5767_1_nw_2022,2022-03-01,"(361, 5767)",3dm_32_361_5767_1_nw,2019-12-01,821 days
dop10rgbi_32_357_5768_1_nw_2022,2022-03-01,"(357, 5768)",3dm_32_357_5768_1_nw,2019-12-01,821 days
dop10rgbi_32_356_5771_1_nw_2022,2022-03-01,"(356, 5771)",3dm_32_356_5771_1_nw,2019-12-01,821 days
dop10rgbi_32_357_5764_1_nw_2022,2022-03-01,"(357, 5764)",3dm_32_357_5764_1_nw,2019-12-01,821 days
dop10rgbi_32_362_5775_1_nw_2022,2022-03-01,"(362, 5775)",3dm_32_362_5775_1_nw,2019-12-01,821 days
dop10rgbi_32_354_5767_1_nw_2022,2022-03-01,"(354, 5767)",3dm_32_354_5767_1_nw,2019-12-01,821 days
dop10rgbi_32_361_5769_1_nw_2022,2022-03-01,"(361, 5769)",3dm_32_361_5769_1_nw,2019-12-01,821 days
dop10rgbi_32_424_5734_1_nw_2022,2022-03-01,"(424, 5734)",3dm_32_424_5734_1_nw,2019-12-01,821 days
dop10rgbi_32_357_5765_1_nw_2022,2022-03-01,"(357, 5765)",3dm_32_357_5765_1_nw,2019-12-01,821 days
dop10rgbi_32_359_5764_1_nw_2022,2022-03-01,"(359, 5764)",3dm_32_359_5764_1_nw,2019-12-01,821 days
dop10rgbi_32_361_5764_1_nw_2022,2022-03-01,"(361, 5764)",3dm_32_361_5764_1_nw,2019-12-01,821 days
dop10rgbi_32_358_5766_1_nw_2022,2022-03-01,"(358, 5766)",3dm_32_358_5766_1_nw,2019-12-01,821 days
dop10rgbi_32_366_5768_1_nw_2022,2022-03-01,"(366, 5768)",3dm_32_366_5768_1_nw,2019-12-01,821 days
dop10rgbi_32_350_5765_1_nw_2022,2022-03-01,"(350, 5765)",3dm_32_350_5765_1_nw,2019-12-01,821 days
dop10rgbi_32_366_5758_1_nw_2022,2022-03-01,"(366, 5758)",3dm_32_366_5758_1_nw,2019-12-01,821 days
dop10rgbi_32_355_5765_1_nw_2022,2022-03-01,"(355, 5765)",3dm_32_355_5765_1_nw,2019-12-01,821 days
dop10rgbi_32_369_5756_1_nw_2022,2022-03-01,"(369, 5756)",3dm_32_369_5756_1_nw,2019-12-01,821 days
dop10rgbi_32_365_5775_1_nw_2022,2022-03-01,"(365, 5775)",3dm_32_365_5775_1_nw,2019-12-01,821 days
dop10rgbi_32_365_5764_1_nw_2022,2022-03-01,"(365, 5764)",3dm_32_365_5764_1_nw,2019-12-01,821 days
dop10rgbi_32_355_5773_1_nw_2022,2022-03-01,"(355, 5773)",3dm_32_355_5773_1_nw,2019-12-01,821 days
dop10rgbi_32_369_5757_1_nw_2022,2022-03-01,"(369, 5757)",3dm_32_369_5757_1_nw,2019-12-01,821 days
dop10rgbi_32_366_5765_1_nw_2022,2022-03-01,"(366, 5765)",3dm_32_366_5765_1_nw,2019-12-01,821 days
dop10rgbi_32_356_5765_1_nw_2022,2022-03-01,"(356, 5765)",3dm_32_356_5765_1_nw,2019-12-01,821 days
dop10rgbi_32_360_5774_1_nw_2022,2022-03-01,"(360, 5774)",3dm_32_360_5774_1_nw,2019-12-01,821 days
dop10rgbi_32_359_5774_1_nw_2022,2022-03-01,"(359, 5774)",3dm_32_359_5774_1_nw,2019-12-01,821 days
dop10rgbi_32_366_5774_1_nw_2022,2022-03-01,"(366, 5774)",3dm_32_366_5774_1_nw,2019-12-01,821 days
dop10rgbi_32_357_5769_1_nw_2022,2022-03-01,"(357, 5769)",3dm_32_357_5769_1_nw,2019-12-01,821 days
dop10rgbi_32_368_5756_1_nw_2022,2022-03-01,"(368, 5756)",3dm_32_368_5756_1_nw,2019-12-01,821 days
dop10rgbi_32_357_5771_1_nw_2022,2022-03-01,"(357, 5771)",3dm_32_357_5771_1_nw,2019-12-01,821 days
dop10rgbi_32_352_5771_1_nw_2022,2022-03-01,"(352, 5771)",3dm_32_352_5771_1_nw,2019-12-01,821 days
dop10rgbi_32_367_5755_1_nw_2022,2022-03-01,"(367, 5755)",3dm_32_367_5755_1_nw,2019-12-01,821 days
dop10rgbi_32_423_5735_1_nw_2022,2022-03-01,"(423, 5735)",3dm_32_423_5735_1_nw,2019-12-01,821 days
dop10rgbi_32_364_5765_1_nw_2022,2022-03-01,"(364, 5765)",3dm_32_364_5765_1_nw,2019-12-01,821 days
dop10rgbi_32_354_5771_1_nw_2022,2022-03-01,"(354, 5771)",3dm_32_354_5771_1_nw,2019-12-01,821 days
dop10rgbi_32_350_5767_1_nw_2022,2022-03-01,"(350, 5767)",3dm_32_350_5767_1_nw,2019-12-01,821 days
dop10rgbi_32_349_5767_1_nw_2022,2022-03-01,"(349, 5767)",3dm_32_349_5767_1_nw,2019-12-01,821 days
dop10rgbi_32_365_5784_1_nw_2022,2022-03-01,"(365, 5784)",3dm_32_365_5784_1_nw,2019-12-01,821 days
dop10rgbi_32_424_5735_1_nw_2022,2022-03-01,"(424, 5735)",3dm_32_424_5735_1_nw,2019-12-01,821 days
dop10rgbi_32_353_5771_1_nw_2022,2022-03-01,"(353, 5771)",3dm_32_353_5771_1_nw,2019-12-01,821 days
dop10rgbi_32_358_5767_1_nw_2022,2022-03-01,"(358, 5767)",3dm_32_358_5767_1_nw,2019-12-01,821 days
dop10rgbi_32_348_5766_1_nw_2022,2022-03-01,"(348, 5766)",3dm_32_348_5766_1_nw,2019-12-01,821 days
dop10rgbi_32_356_5775_1_nw_2022,2022-03-01,"(356, 5775)",3dm_32_356_5775_1_nw,2019-12-01,821 days
dop10rgbi_32_360_5767_1_nw_2022,2022-03-01,"(360, 5767)",3dm_32_360_5767_1_nw,2019-12-01,821 days
dop10rgbi_32_348_5773_1_nw_2022,2022-03-01,"(348, 5773)",3dm_32_348_5773_1_nw,2019-12-01,821 days
dop10rgbi_32_348_5769_1_nw_2022,2022-03-01,"(348, 5769)",3dm_32_348_5769_1_nw,2019-12-01,821 days
dop10rgbi_32_352_5766_1_nw_2022,2022-03-01,"(352, 5766)",3dm_32_352_5766_1_nw,2019-12-01,821 days
dop10rgbi_32_359_5767_1_nw_2022,2022-03-01,"(359, 5767)",3dm_32_359_5767_1_nw,2019-12-01,821 days
dop10rgbi_32_361_5766_1_nw_2022,2022-03-01,"(361, 5766)",3dm_32_361_5766_1_nw,2019-12-01,821 days
dop10rgbi_32_361_5775_1_nw_2022,2022-03-01,"(361, 5775)",3dm_32_361_5775_1_nw,2019-12-01,821 days
dop10rgbi_32_361_5765_1_nw_2022,2022-03-01,"(361, 5765)",3dm_32_361_5765_1_nw,2019-12-01,821 days
dop10rgbi_32_364_5775_1_nw_2022,2022-03-01,"(364, 5775)",3dm_32_364_5775_1_nw,2019-12-01,821 days
dop10rgbi_32_364_5770_1_nw_2022,2022-03-01,"(364, 5770)",3dm_32_364_5770_1_nw,2019-12-01,821 days
dop10rgbi_32_364_5769_1_nw_2022,2022-03-01,"(364, 5769)",3dm_32_364_5769_1_nw,2019-12-01,821 days
dop10rgbi_32_364_5764_1_nw_2022,2022-03-01,"(364, 5764)",3dm_32_364_5764_1_nw,2019-12-01,821 days
dop10rgbi_32_360_5764_1_nw_2022,2022-03-01,"(360, 5764)",3dm_32_360_5764_1_nw,2019-12-01,821 days
dop10rgbi_32_357_5774_1_nw_2022,2022-03-01,"(357, 5774)",3dm_32_357_5774_1_nw,2019-12-01,821 days
dop10rgbi_32_350_5768_1_nw_2022,2022-03-01,"(350, 5768)",3dm_32_350_5768_1_nw,2019-12-01,821 days
dop10rgbi_32_350_5772_1_nw_2022,2022-03-01,"(350, 5772)",3dm_32_350_5772_1_nw,2019-12-01,821 days
dop10rgbi_32_353_5768_1_nw_2022,2022-03-01,"(353, 5768)",3dm_32_353_5768_1_nw,2019-12-01,821 days
dop10rgbi_32_420_5732_1_nw_2022,2022-03-01,"(420, 5732)",3dm_32_420_5732_1_nw,2019-12-01,821 days
dop10rgbi_32_359_5768_1_nw_2022,2022-03-01,"(359, 5768)",3dm_32_359_5768_1_nw,2019-12-01,821 days
dop10rgbi_32_355_5771_1_nw_2022,2022-03-01,"(355, 5771)",3dm_32_355_5771_1_nw,2019-12-01,821 days
dop10rgbi_32_421_5733_1_nw_2022,2022-03-01,"(421, 5733)",3dm_32_421_5733_1_nw,2019-12-01,821 days
dop10rgbi_32_419_5732_1_nw_2022,2022-03-01,"(419, 5732)",3dm_32_419_5732_1_nw,2019-12-01,821 days
dop10rgbi_32_418_5732_1_nw_2022,2022-03-01,"(418, 5732)",3dm_32_418_5732_1_nw,2019-12-01,821 days
dop10rgbi_32_423_5732_1_nw_2022,2022-03-01,"(423, 5732)",3dm_32_423_5732_1_nw,2019-12-01,821 days
dop10rgbi_32_363_5765_1_nw_2022,2022-03-01,"(363, 5765)",3dm_32_363_5765_1_nw,2019-12-01,821 days
dop10rgbi_32_365_5765_1_nw_2022,2022-03-01,"(365, 5765)",3dm_32_365_5765_1_nw,2019-12-01,821 days
dop10rgbi_32_358_5770_1_nw_2022,2022-03-01,"(358, 5770)",3dm_32_358_5770_1_nw,2019-12-01,821 days
dop10rgbi_32_366_5785_1_nw_2022,2022-03-01,"(366, 5785)",3dm_32_366_5785_1_nw,2019-12-01,821 days
dop10rgbi_32_369_5762_1_nw_2022,2022-03-01,"(369, 5762)",3dm_32_369_5762_1_nw,2019-12-01,821 days
dop10rgbi_32_356_5774_1_nw_2022,2022-03-01,"(356, 5774)",3dm_32_356_5774_1_nw,2019-12-01,821 days
dop10rgbi_32_426_5717_1_nw_2022,2022-03-01,"(426, 5717)",3dm_32_426_5717_1_nw,2019-12-01,821 days
dop10rgbi_32_360_5771_1_nw_2022,2022-03-01,"(360, 5771)",3dm_32_360_5771_1_nw,2019-12-01,821 days
dop10rgbi_32_363_5769_1_nw_2022,2022-03-01,"(363, 5769)",3dm_32_363_5769_1_nw,2019-12-01,821 days
dop10rgbi_32_360_5768_1_nw_2022,2022-03-01,"(360, 5768)",3dm_32_360_5768_1_nw,2019-12-01,821 days
dop10rgbi_32_357_5773_1_nw_2022,2022-03-01,"(357, 5773)",3dm_32_357_5773_1_nw,2019-12-01,821 days
dop10rgbi_32_349_5772_1_nw_2022,2022-03-01,"(349, 5772)",3dm_32_349_5772_1_nw,2019-12-01,821 days
dop10rgbi_32_347_5771_1_nw_2022,2022-03-01,"(347, 5771)",3dm_32_347_5771_1_nw,2019-12-01,821 days
dop10rgbi_32_361_5773_1_nw_2022,2022-03-01,"(361, 5773)",3dm_32_361_5773_1_nw,2019-12-01,821 days
dop10rgbi_32_368_5757_1_nw_2022,2022-03-01,"(368, 5757)",3dm_32_368_5757_1_nw,2019-12-01,821 days
dop10rgbi_32_365_5767_1_nw_2022,2022-03-01,"(365, 5767)",3dm_32_365_5767_1_nw,2019-12-01,821 days
dop10rgbi_32_425_5735_1_nw_2022,2022-03-01,"(425, 5735)",3dm_32_425_5735_1_nw,2019-12-01,821 days
dop10rgbi_32_355_5769_1_nw_2022,2022-03-01,"(355, 5769)",3dm_32_355_5769_1_nw,2019-12-01,821 days
dop10rgbi_32_366_5756_1_nw_2022,2022-03-01,"(366, 5756)",3dm_32_366_5756_1_nw,2019-12-01,821 days
dop10rgbi_32_351_5764_1_nw_2022,2022-03-01,"(351, 5764)",3dm_32_351_5764_1_nw,2019-12-01,821 days
dop10rgbi_32_423_5733_1_nw_2022,2022-03-01,"(423, 5733)",3dm_32_423_5733_1_nw,2019-12-01,821 days
dop10rgbi_32_351_5767_1_nw_2022,2022-03-01,"(351, 5767)",3dm_32_351_5767_1_nw,2019-12-01,821 days
dop10rgbi_32_416_5734_1_nw_2022,2022-03-01,"(416, 5734)",3dm_32_416_5734_1_nw,2019-12-01,821 days
dop10rgbi_32_347_5774_1_nw_2022,2022-03-01,"(347, 5774)",3dm_32_347_5774_1_nw,2019-12-01,821 days
dop10rgbi_32_355_5770_1_nw_2022,2022-03-01,"(355, 5770)",3dm_32_355_5770_1_nw,2019-12-01,821 days
dop10rgbi_32_359_5769_1_nw_2022,2022-03-01,"(359, 5769)",3dm_32_359_5769_1_nw,2019-12-01,821 days
dop10rgbi_32_422_5732_1_nw_2022,2022-03-01,"(422, 5732)",3dm_32_422_5732_1_nw,2019-12-01,821 days
dop10rgbi_32_427_5716_1_nw_2022,2022-03-01,"(427, 5716)",3dm_32_427_5716_1_nw,2019-12-01,821 days
dop10rgbi_32_355_5766_1_nw_2022,2022-03-01,"(355, 5766)",3dm_32_355_5766_1_nw,2019-12-01,821 days
dop10rgbi_32_358_5764_1_nw_2022,2022-03-01,"(358, 5764)",3dm_32_358_5764_1_nw,2019-12-01,821 days
dop10rgbi_32_354_5765_1_nw_2022,2022-03-01,"(354, 5765)",3dm_32_354_5765_1_nw,2019-12-01,821 days
dop10rgbi_32_351_5775_1_nw_2022,2022-03-01,"(351, 5775)",3dm_32_351_5775_1_nw,2019-12-01,821 days
dop10rgbi_32_364_5771_1_nw_2022,2022-03-01,"(364, 5771)",3dm_32_364_5771_1_nw,2019-12-01,821 days
dop10rgbi_32_349_5765_1_nw_2022,2022-03-01,"(349, 5765)",3dm_32_349_5765_1_nw,2019-12-01,821 days
dop10rgbi_32_353_5770_1_nw_2022,2022-03-01,"(353, 5770)",3dm_32_353_5770_1_nw,2019-12-01,821 days
dop10rgbi_32_363_5770_1_nw_2022,2022-03-01,"(363, 5770)",3dm_32_363_5770_1_nw,2019-12-01,821 days
dop10rgbi_32_347_5768_1_nw_2022,2022-03-01,"(347, 5768)",3dm_32_347_5768_1_nw,2019-12-01,821 days
dop10rgbi_32_358_5768_1_nw_2022,2022-03-01,"(358, 5768)",3dm_32_358_5768_1_nw,2019-12-01,821 days
dop10rgbi_32_357_5775_1_nw_2022,2022-03-01,"(357, 5775)",3dm_32_357_5775_1_nw,2019-12-01,821 days
dop10rgbi_32_368_5763_1_nw_2022,2022-03-01,"(368, 5763)",3dm_32_368_5763_1_nw,2019-12-01,821 days
dop10rgbi_32_369_5763_1_nw_2022,2022-03-01,"(369, 5763)",3dm_32_369_5763_1_nw,2019-12-01,821 days
dop10rgbi_32_351_5766_1_nw_2022,2022-03-01,"(351, 5766)",3dm_32_351_5766_1_nw,2019-12-01,821 days
dop10rgbi_32_350_5773_1_nw_2022,2022-03-01,"(350, 5773)",3dm_32_350_5773_1_nw,2019-12-01,821 days
dop10rgbi_32_359_5773_1_nw_2022,2022-03-01,"(359, 5773)",3dm_32_359_5773_1_nw,2019-12-01,821 days
dop10rgbi_32_359_5770_1_nw_2022,2022-03-01,"(359, 5770)",3dm_32_359_5770_1_nw,2019-12-01,821 days
dop10rgbi_32_349_5773_1_nw_2022,2022-03-01,"(349, 5773)",3dm_32_349_5773_1_nw,2019-12-01,821 days
dop10rgbi_32_417_5733_1_nw_2022,2022-03-01,"(417, 5733)",3dm_32_417_5733_1_nw,2019-12-01,821 days
dop10rgbi_32_352_5774_1_nw_2022,2022-03-01,"(352, 5774)",3dm_32_352_5774_1_nw,2019-12-01,821 days
dop10rgbi_32_351_5771_1_nw_2022,2022-03-01,"(351, 5771)",3dm_32_351_5771_1_nw,2019-12-01,821 days
dop10rgbi_32_366_5766_1_nw_2022,2022-03-01,"(366, 5766)",3dm_32_366_5766_1_nw,2019-12-01,821 days
