Kachelname,Erfassungsmethode,Aktualitaet,Bildflugnummer,Kamera_Sensor,Bodenpixelgroesse,Spektralkanaele,Koordinatenreferenzsystem_Lage,Koordinatenreferenzsystem_Hoehe,Bezugsflaeche,Koordinatenursprung_East,Koordinatenursprung_North,Anzahl_Spalten,Anzahl_Zeilen,Farbtiefe,Standardabweichung,Dateiformat,Hintergrund,Quelldatenqualitaet,Kompression,Komprimierung,Belaubungszustand,Bemerkungen
dop10rgbi_32_352_5693_1_nw_2020,0,2020-03-24,1334/20 Duisburg Herne,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,352000,5693000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_372_5631_1_nw_2021,0,2021-06-02,1361/21,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,372000,5631000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_354_5616_1_nw_2021,0,2021-06-02,1361/21,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,354000,5616000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_379_5692_1_nw_2021,0,2021-03-30,1364/21 Dortmund Hamm,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,379000,5692000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_348_5715_1_nw_2020,0,2020-03-23,1333/20 Wesel Marl,UCEp-1-31011051_UCEp,10,RGBI,25832,7837,bDOM,348000,5715000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_490_5749_1_nw_2022,0,2022-06-15,1388/22 Paderborn,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,490000,5749000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_483_5745_1_nw_2022,0,2022-06-15,1388/22 Paderborn,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,483000,5745000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_357_5689_1_nw_2021,0,2021-06-01,1358/21 Leverkusen Wuppertal,DMCIII-27569_DMCIII,10,RGBI,25832,7837,bDOM,357000,5689000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_484_5752_1_nw_2020,0,2020-03-22,1336/20 Herford Detmold,UCE-1-00518105_UCE,10,RGBI,25832,7837,bDOM,484000,5752000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_361_5728_1_nw_2020,0,2020-03-23,1333/20 Wesel Marl,UCEp-1-31011051_UCEp,10,RGBI,25832,7837,bDOM,361000,5728000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_301_5651_1_nw_2021,0,2021-02-21,1354/21 Mönchengladbach- Würselen,UCEM3-431S72402X_UCE-M3,10,RGBI,25832,7837,bDOM,301000,5651000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_367_5692_1_nw_2020,0,2020-03-24,1334/20 Duisburg Herne,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,367000,5692000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_420_5731_1_nw_2021,0,2021-03-20,1364/21 Dortmund Hamm,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,420000,5731000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_471_5676_1_nw_2021,0,2021-06-17,1360/21 Hochsauerlandkreis,UCEM3-1-82416042_UCE-M3,10,RGBI,25832,7837,bDOM,471000,5676000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_353_5776_1_nw_2022,0,2022-02-27,1376/22 Ahaus Rheine,UCEM3-431S41091X314298-f100_UCE-M3,10,RGBI,25832,7837,bDOM,353000,5776000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_393_5776_1_nw_2022,0,2022-02-27,1376/22 Ahaus Rheine,UCEM3-431S41091X314298-f100_UCE-M3,10,RGBI,25832,7837,bDOM,393000,5776000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_504_5809_1_nw_2020,0,2020-04-06,1335/20 Minden Lübbecke,UCEM3-431S61680X_UCE-M3,10,RGBI,25832,7837,bDOM,504000,5809000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_507_5761_1_nw_2022,0,2022-06-18,1387/22 Herford Detmold,UCEp-1-41317592-f100_UCEp,10,RGBI,25832,7837,bDOM,507000,5761000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_476_5767_1_nw_2020,0,2020-03-23,1336/20 Herford Detmold,UCE-1-00518105_UCE,10,RGBI,25832,7837,bDOM,476000,5767000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_390_5717_1_nw_2021,0,2021-03-29,1364/21 Dortmund Hamm,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,390000,5717000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_322_5716_1_nw_2022,0,2022-07-12,1383/22 RVR West,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,322000,5716000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_470_5661_1_nw_2021,0,2021-06-17,1360/21 Hochsauerlandkreis,UCEM3-1-82416042_UCE-M3,10,RGBI,25832,7837,bDOM,470000,5661000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_402_5724_1_nw_2021,0,2021-03-29,1364/21 Dortmund Hamm,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,402000,5724000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_491_5731_1_nw_2020,0,2020-03-22,1337/20 Paderborn,UCEM3-431S71678X_UCE-M3,10,RGBI,25832,7837,bDOM,491000,5731000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_318_5692_1_nw_2022,0,2022-05-15,1385/22 Viersen Krefeld,UCEM3-431S51194X114341-f100_UCE-M3,10,RGBI,25832,7837,bDOM,318000,5692000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_479_5728_1_nw_2020,0,2020-03-22,1337/20 Paderborn,UCEM3-431S71678X_UCE-M3,10,RGBI,25832,7837,bDOM,479000,5728000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_328_5621_1_nw_2021,0,2021-02-21,1357/21 Euskirchen Blankenheim,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,328000,5621000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_339_5594_1_nw_2021,0,2021-02-25,1357/21 Euskirchen Blankenheim,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,339000,5594000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_335_5746_1_nw_2022,0,2022-02-28,1378/22 Bocholt Coesfeld,UCEp-1-31011051-f100_UCEp,10,RGBI,25832,7837,bDOM,335000,5746000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_445_5767_1_nw_2022,0,2022-03-09,1380/22 Gütersloh,UCEM3-1-82416042-f100_UC-EpII,10,RGBI,25832,7837,bDOM,445000,5767000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_350_5742_1_nw_2022,0,2022-02-27,1378/22 Bocholt Coesfeld,UCEp-1-31011051-f100_UCEp,10,RGBI,25832,7837,bDOM,350000,5742000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_322_5667_1_nw_2021,0,2021-02-20,1354/21 Mönchengladbach- Würselen,UCEM3-431S72402X_UCE-M3,10,RGBI,25832,7837,bDOM,322000,5667000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_401_5744_1_nw_2022,0,2022-03-03,1379/22 Warendorf,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,401000,5744000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_421_5761_1_nw_2022,0,2022-02-28,1379/22 Warendorf,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,421000,5761000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_342_5749_1_nw_2022,0,2022-02-28,1378/22 Bocholt Coesfeld,UCEp-1-31011051-f100_UCEp,10,RGBI,25832,7837,bDOM,342000,5749000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_322_5617_1_nw_2021,0,2021-02-24,1357/21 Euskirchen Blankenheim,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,322000,5617000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_420_5751_1_nw_2022,0,2022-03-03,1379/22 Warendorf,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,420000,5751000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_319_5664_1_nw_2021,0,2021-02-21,1354/21 Mönchengladbach- Würselen,UCEM3-431S72402X_UCE-M3,10,RGBI,25832,7837,bDOM,319000,5664000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_474_5708_1_nw_2022,0,2022-06-16,1388/22 Paderborn,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,474000,5708000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_312_5725_1_nw_2022,0,2022-06-15,1382/22 Kleve,UCEM3-431S61680X916102-f100_UCE-M3,10,RGBI,25832,7837,bDOM,312000,5725000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_322_5614_1_nw_2021,0,2021-02-24,1357/21 Euskirchen Blankenheim,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,322000,5614000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_336_5747_1_nw_2022,0,2022-02-28,1378/22 Bocholt Coesfeld,UCEp-1-31011051-f100_UCEp,10,RGBI,25832,7837,bDOM,336000,5747000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_327_5598_1_nw_2021,0,2021-02-25,1357/21 Euskirchen Blankenheim,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,327000,5598000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_424_5749_1_nw_2022,0,2022-03-03,1379/22 Warendorf,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,424000,5749000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_356_5652_1_nw_2021,0,2021-06-02,1361/21,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,356000,5652000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_346_5649_1_nw_2021,0,2021-03-02,1355/21 Düsseldorf Kerpen,UCEM3-431S71678X_UCE-M3,10,RGBI,25832,7837,bDOM,346000,5649000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_366_5753_1_nw_2022,0,2022-02-27,1378/22 Bocholt Coesfeld,UCEp-1-31011051-f100_UCEp,10,RGBI,25832,7837,bDOM,366000,5753000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_317_5720_1_nw_2022,0,2022-07-02,1383/22 RVR West,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,317000,5720000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_333_5597_1_nw_2021,0,2021-02-25,1357/21 Euskirchen Blankenheim,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,333000,5597000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_395_5738_1_nw_2022,0,2022-03-04,1379/22 Warendorf,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,395000,5738000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_491_5735_1_nw_2022,0,2022-06-15,1388/22 Paderborn,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,491000,5735000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_370_5651_1_nw_2021,0,2021-06-02,1361/21,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,370000,5651000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_399_5704_1_nw_2021,0,2021-03-29,1364/21 Dortmund Hamm,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,399000,5704000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_464_5720_1_nw_2022,0,2022-02-27,1381/22 Soest,UCEM3-431S71678X911005-f100_UCE-M3,10,RGBI,25832,7837,bDOM,464000,5720000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_402_5746_1_nw_2022,0,2022-03-03,1379/22 Warendorf,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,402000,5746000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_479_5697_1_nw_2021,0,2021-06-14,1360/21 Hochsauerlandkreis,UCEM3-1-82416042_UCE-M3,10,RGBI,25832,7837,bDOM,479000,5697000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_467_5694_1_nw_2021,0,2021-06-14,1360/21 Hochsauerlandkreis,UCEM3-1-82416042_UCE-M3,10,RGBI,25832,7837,bDOM,467000,5694000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_415_5662_1_nw_2021,0,2021-06-14,1359/21 Iserlohn Attendorn,UCEM3-431S71678X_UCE-M3,10,RGBI,25832,7837,bDOM,415000,5662000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_479_5768_1_nw_2020,0,2020-03-23,1336/20 Herford Detmold,UCE-1-00518105_UCE,10,RGBI,25832,7837,bDOM,479000,5768000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_431_5747_1_nw_2022,0,2022-03-03,1379/22 Warendorf,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,431000,5747000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_345_5718_1_nw_2020,0,2020-03-23,1333/20 Wesel Marl,UCEp-1-31011051_UCEp,10,RGBI,25832,7837,bDOM,345000,5718000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_350_5695_1_nw_2020,0,2020-03-24,1334/20 Duisburg Herne,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,350000,5695000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_419_5708_1_nw_2021,0,2021-03-29,1364/21 Dortmund Hamm,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,419000,5708000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_347_5671_1_nw_2021,0,2021-02-24,1355/21 Düsseldorf Kerpen,UCEM3-431S71678X_UCE-M3,10,RGBI,25832,7837,bDOM,347000,5671000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_411_5733_1_nw_2022,0,2022-03-03,1379/22 Warendorf,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,411000,5733000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_524_5747_1_nw_2022,0,2022-06-18,1389/22 Höxter,UCEM3-431S41091X314298-f100_UCE-M3,10,RGBI,25832,7837,bDOM,524000,5747000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_377_5624_1_nw_2021,0,2021-06-01,1362/21,DMCIII-27514_DMCIII,10,RGBI,25832,7837,bDOM,377000,5624000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_368_5690_1_nw_2021,0,2021-06-01,1358/21 Leverkusen Wuppertal,DMCIII-27569_DMCIII,10,RGBI,25832,7837,bDOM,368000,5690000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_483_5786_1_nw_2020,0,2020-04-05,1335/20 Minden Lübbecke,UCEM3-431S61680X_UCE-M3,10,RGBI,25832,7837,bDOM,483000,5786000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_362_5641_1_nw_2021,0,2021-06-02,1361/21,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,362000,5641000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_353_5649_1_nw_2021,0,2021-06-02,1361/21,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,353000,5649000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_415_5802_1_nw_2022,0,2022-02-28,1377/22 Greven Ibbenbüren,UCEM3-431S41091X314298-f100_UCE-M3,10,RGBI,25832,7837,bDOM,415000,5802000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_309_5675_1_nw_2022,0,2022-06-15,1385/22 Viersen Krefeld,UCEM3-431S51194X114341-f100_UCE-M3,10,RGBI,25832,7837,bDOM,309000,5675000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_444_5650_1_nw_2021,0,2021-06-01,1363/21 Siegen,UCEM3-431S62713X_UCE-M3,10,RGBI,25832,7837,bDOM,444000,5650000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_382_5768_1_nw_2022,0,2022-03-04,1376/22 Ahaus Rheine,UCEM3-431S91898X119229-f100_UCE-M3,10,RGBI,25832,7837,bDOM,382000,5768000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_471_5664_1_nw_2021,0,2021-06-17,1360/21 Hochsauerlandkreis,UCEM3-1-82416042_UCE-M3,10,RGBI,25832,7837,bDOM,471000,5664000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_330_5583_1_nw_2021,0,2021-02-25,1357/21 Euskirchen Blankenheim,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,330000,5583000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_365_5784_1_nw_2022,0,2022-03-05,1376/22 Ahaus Rheine,UCEM3-431S91898X119229-f100_UCE-M3,10,RGBI,25832,7837,bDOM,365000,5784000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_477_5726_1_nw_2020,0,2020-03-22,1337/20 Paderborn,UCEM3-431S71678X_UCE-M3,10,RGBI,25832,7837,bDOM,477000,5726000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_351_5648_1_nw_2021,0,2021-06-02,1361/21,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,351000,5648000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_298_5748_1_nw_2022,0,2022-06-15,1382/22 Kleve,UCEM3-431S61680X916102-f100_UCE-M3,10,RGBI,25832,7837,bDOM,298000,5748000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_401_5730_1_nw_2021,0,2021-03-20,1364/21 Dortmund Hamm,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,401000,5730000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_355_5763_1_nw_2022,0,2022-02-28,1378/22 Bocholt Coesfeld,UCEp-1-31011051-f100_UCEp,10,RGBI,25832,7837,bDOM,355000,5763000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_294_5635_1_nw_2021,0,2021-02-28,1354/21 Mönchengladbach- Würselen,UCEM3-431S72402X_UCE-M3,10,RGBI,25832,7837,bDOM,294000,5635000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_293_5660_1_nw_2021,0,2021-02-21,1354/21 Mönchengladbach- Würselen,UCEM3-431S72402X_UCE-M3,10,RGBI,25832,7837,bDOM,293000,5660000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_296_5749_1_nw_2022,0,2022-06-15,1382/22 Kleve,UCEM3-431S61680X916102-f100_UCE-M3,10,RGBI,25832,7837,bDOM,296000,5749000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_505_5741_1_nw_2022,0,2022-06-18,1389/22 Höxter,UCEM3-431S41091X314298-f100_UCE-M3,10,RGBI,25832,7837,bDOM,505000,5741000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_372_5754_1_nw_2022,0,2022-03-02,1378/22 Bocholt Coesfeld,UCEp-1-31011051-f100_UCEp,10,RGBI,25832,7837,bDOM,372000,5754000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_418_5659_1_nw_2021,0,2021-06-14,1359/21 Iserlohn Attendorn,UCEM3-431S71678X_UCE-M3,10,RGBI,25832,7837,bDOM,418000,5659000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_478_5786_1_nw_2020,0,2020-04-05,1335/20 Minden Lübbecke,UCEM3-431S61680X_UCE-M3,10,RGBI,25832,7837,bDOM,478000,5786000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_463_5723_1_nw_2022,0,2022-02-27,1381/22 Soest,UCEM3-431S71678X911005-f100_UCE-M3,10,RGBI,25832,7837,bDOM,463000,5723000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_370_5634_1_nw_2021,0,2021-06-02,1361/21,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,370000,5634000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_433_5694_1_nw_2021,0,2021-06-14,1360/21 Hochsauerlandkreis,UCEM3-1-82416042_UCE-M3,10,RGBI,25832,7837,bDOM,433000,5694000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_410_5632_1_nw_2021,0,2021-06-01,1362/21,DMCIII-27514_DMCIII,10,RGBI,25832,7837,bDOM,410000,5632000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_394_5737_1_nw_2022,0,2022-03-04,1379/22 Warendorf,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,394000,5737000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_501_5711_1_nw_2022,0,2022-05-15,1389/22 Höxter,UCEM3-431S41091X314298-f100_UCE-M3,10,RGBI,25832,7837,bDOM,501000,5711000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_393_5631_1_nw_2021,0,2021-06-01,1362/21,DMCIII-27514_DMCIII,10,RGBI,25832,7837,bDOM,393000,5631000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_311_5742_1_nw_2022,0,2022-06-15,1382/22 Kleve,UCEM3-431S61680X916102-f100_UCE-M3,10,RGBI,25832,7837,bDOM,311000,5742000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_345_5606_1_nw_2021,0,2021-02-24,1357/21 Euskirchen Blankenheim,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,345000,5606000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_410_5692_1_nw_2021,0,2021-06-14,1359/21 Iserlohn Attendorn,UCEM3-431S71678X_UCE-M3,10,RGBI,25832,7837,bDOM,410000,5692000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_441_5761_1_nw_2022,0,2022-02-28,1379/22 Warendorf,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,441000,5761000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_411_5794_1_nw_2022,0,2022-02-28,1377/22 Greven Ibbenbüren,UCEM3-431S41091X314298-f100_UCE-M3,10,RGBI,25832,7837,bDOM,411000,5794000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_360_5719_1_nw_2020,0,2020-03-24,1334/20 Duisburg Herne,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,360000,5719000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
